eventTime,eventName,eventSource,sourceIPAddress,userAgent,userIdentity.arn,userIdentity.userName,userIdentity.mfaAuthenticated,accountId,recipientAccountId,login_freq_1h,login_freq_24h,failed_auth_rate,geo_anomaly_score,api_burst_rate,data_exfil_volume_mb,unusual_ip_count,privilege_escalation_chain,lateral_movement_score,user_account_age_days,role_session_duration_min,label
2026-08-09T19:17:51.305068,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.017,0.0,5.48,0.0,2,0,0.0,180,60,0
2026-08-09T19:17:51.303888,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.033,0.293,12.718,0.0,0,0,0.0,180,60,0
2026-08-09T19:17:51.315206,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,6,12,0.0,1.206,62.442,97.843,4,1,1.0,180,60,4
2026-08-09T19:17:51.304851,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.075,0.691,0.0,0.0,0,0,0.041,180,60,0
2026-08-09T19:17:51.311592,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.087,0.0,154.0,2642.352,4,0,0.419,180,60,3
2026-08-09T19:17:51.309550,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,0,12,0.169,1.574,14.115,0.0,1,1,0.232,180,60,2
2026-08-09T19:17:51.311876,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.143,1.281,36.409,1011.918,0,0,1.0,180,60,3
2026-08-09T19:17:51.311681,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.151,3.486,34.109,1093.962,2,0,1.0,180,60,3
2026-08-09T19:17:51.304588,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.06,0.067,3.287,0.0,1,0,0.0,180,60,0
2026-08-09T19:17:51.309444,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,4,12,0.019,0.993,5.117,42.171,5,1,0.565,180,60,2
2026-08-09T19:17:51.309865,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,8,12,0.092,1.271,37.684,0.0,1,1,0.508,180,60,2
2026-08-09T19:17:51.309979,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,10,12,0.165,2.878,54.423,58.89,2,1,0.0,180,60,2
2026-08-09T19:17:51.314392,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,3,12,0.0,0.631,36.684,113.207,5,1,1.0,180,60,4
2026-08-09T19:17:51.309182,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,5,12,0.12,1.002,20.773,121.13,2,1,0.59,180,60,2
2026-08-09T19:17:51.310091,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.117,0.0,10.468,90.388,5,0,0.474,180,60,3
2026-08-09T19:17:51.309514,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,4,12,0.0,2.235,48.053,42.137,2,1,0.482,180,60,2
2026-08-09T19:17:51.305668,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.052,2.429,9.12,75.786,0,0,0.0,180,60,1
2026-08-09T19:17:51.310509,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.161,1.919,151.002,1887.225,3,0,0.418,180,60,3
2026-08-09T19:17:51.304814,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.015,0.207,10.826,3.108,2,0,0.0,180,60,0
2026-08-09T19:17:51.302661,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.019,0.594,8.855,9.217,0,0,0.0,180,60,0
2026-08-09T19:17:51.315130,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,12,12,0.265,2.653,86.472,0.0,3,1,1.0,180,60,4
2026-08-09T19:17:51.306456,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,3,12,0.005,1.321,1.352,47.873,4,0,0.055,180,60,1
2026-08-09T19:17:51.311230,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,11,12,0.078,2.563,121.729,1238.941,2,0,1.0,180,60,3
2026-08-09T19:17:51.307460,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,7,12,0.233,1.219,24.502,31.955,1,0,0.326,180,60,1
2026-08-09T19:17:51.310175,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.112,2.947,44.221,646.454,8,0,1.0,180,60,3
2026-08-09T19:17:51.306750,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.359,1.708,9.737,81.346,0,0,0.0,180,60,1
2026-08-09T19:17:51.303429,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,0,12,0.022,0.721,10.159,0.0,1,0,0.038,180,60,0
2026-08-09T19:17:51.309746,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,6,12,0.026,2.495,0.0,119.067,5,1,0.155,180,60,2
2026-08-09T19:17:51.304961,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.0,0.0,11.976,37.815,3,0,0.0,180,60,0
2026-08-09T19:17:51.307041,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.245,3.177,23.51,0.0,2,0,0.104,180,60,1
2026-08-09T19:17:51.309705,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.119,1.546,1.188,0.0,4,1,0.0,180,60,2
2026-08-09T19:17:51.306056,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.136,0.724,29.313,6.632,1,0,0.183,180,60,1
2026-08-09T19:17:51.313684,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,8,12,0.073,2.616,13.203,33.68,8,1,0.444,180,60,4
2026-08-09T19:17:51.304037,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.0,0.0,1.759,58.342,3,0,0.057,180,60,0
2026-08-09T19:17:51.303470,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.0,0.354,1.272,0.256,0,0,0.0,180,60,0
2026-08-09T19:17:51.309479,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.056,1.08,12.578,194.106,2,1,0.177,180,60,2
2026-08-09T19:17:51.309373,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,1,12,0.0,1.566,16.505,38.189,0,1,0.624,180,60,2
2026-08-09T19:17:51.307901,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,1,12,0.0,1.728,32.906,160.135,0,1,0.29,180,60,2
2026-08-09T19:17:51.307306,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,2,12,0.0,0.447,10.684,0.0,1,0,0.568,180,60,1
2026-08-09T19:17:51.306494,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,4,12,0.295,2.338,4.782,0.554,1,0,0.822,180,60,1
2026-08-09T19:17:51.304112,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.0,0.296,0.0,73.879,1,0,0.269,180,60,0
2026-08-09T19:17:51.313725,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,5,12,0.131,3.925,79.915,169.919,5,1,0.815,180,60,4
2026-08-09T19:17:51.315814,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.137,3.827,4.897,0.0,7,1,1.0,180,60,4
2026-08-09T19:17:51.305868,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,8,12,0.362,2.112,36.689,0.0,3,0,0.108,180,60,1
2026-08-09T19:17:51.310429,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,5,12,0.0,1.219,219.312,1044.729,5,0,0.927,180,60,3
2026-08-09T19:17:51.310252,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,6,12,0.0,1.081,65.764,708.714,3,0,0.708,180,60,3
2026-08-09T19:17:51.308642,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,5,12,0.0,1.629,38.384,0.0,6,1,0.216,180,60,2
2026-08-09T19:17:51.308606,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,12,12,0.107,0.128,23.655,0.0,5,1,0.251,180,60,2
2026-08-09T19:17:51.305354,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.017,0.537,6.882,44.792,2,0,0.0,180,60,0
2026-08-09T19:17:51.304510,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,6,12,0.052,0.21,0.0,0.0,1,0,0.0,180,60,0
2026-08-09T19:17:51.309007,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,2,12,0.013,2.842,45.033,0.0,1,1,0.425,180,60,2
2026-08-09T19:17:51.310931,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,11,12,0.128,2.38,23.806,902.841,6,0,0.85,180,60,3
2026-08-09T19:17:51.304000,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.005,0.024,11.946,1.701,0,0,0.062,180,60,0
2026-08-09T19:17:51.308055,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.363,2.219,43.46,0.0,0,1,0.0,180,60,2
2026-08-09T19:17:51.305710,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,11,12,0.114,1.473,7.785,64.95,6,0,0.042,180,60,1
2026-08-09T19:17:51.314206,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,12,12,0.081,2.198,33.714,0.0,7,1,0.718,180,60,4
2026-08-09T19:17:51.304702,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.0,0.398,0.0,0.0,1,0,0.198,180,60,0
2026-08-09T19:17:51.311464,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.088,1.524,152.369,1262.659,2,0,0.496,180,60,3
2026-08-09T19:17:51.307532,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,1,12,0.277,0.669,0.0,7.608,0,0,0.465,180,60,1
2026-08-09T19:17:51.313849,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.146,0.713,0.0,109.303,3,1,0.829,180,60,4
2026-08-09T19:17:51.309251,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,5,12,0.2,2.904,13.13,50.839,7,1,0.676,180,60,2
2026-08-09T19:17:51.304075,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.0,0.323,12.443,27.103,0,0,0.082,180,60,0
2026-08-09T19:17:51.310626,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,5,12,0.299,4.005,169.744,1214.967,3,0,0.581,180,60,3
2026-08-09T19:17:51.306895,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,11,12,0.168,2.137,11.15,37.307,0,0,0.363,180,60,1
2026-08-09T19:17:51.306568,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,6,12,0.041,2.173,15.043,19.239,2,0,0.647,180,60,1
2026-08-09T19:17:51.310809,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,5,12,0.14,1.406,112.211,727.462,3,0,0.056,180,60,3
2026-08-09T19:17:51.305225,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.052,0.47,9.067,0.0,1,0,0.011,180,60,0
2026-08-09T19:17:51.307941,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,3,12,0.039,0.328,33.765,120.83,3,1,0.192,180,60,2
2026-08-09T19:17:51.314894,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,14,12,0.0,2.97,15.063,0.0,3,1,0.989,180,60,4
2026-08-09T19:17:51.309296,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.0,2.461,6.16,26.001,2,1,0.249,180,60,2
2026-08-09T19:17:51.304186,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.053,0.0,18.553,43.573,1,0,0.188,180,60,0
2026-08-09T19:17:51.307649,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,6,12,0.052,0.453,11.262,15.767,1,0,0.785,180,60,1
2026-08-09T19:17:51.304356,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.0,0.145,4.377,0.0,3,0,0.098,180,60,0
2026-08-09T19:17:51.310724,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.07,0.266,69.23,0.0,2,0,0.648,180,60,3
2026-08-09T19:17:51.307422,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,5,12,0.292,1.192,5.506,0.0,1,0,0.062,180,60,1
2026-08-09T19:17:51.313315,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.0,1.312,19.699,0.0,6,0,0.485,180,60,3
2026-08-09T19:17:51.309409,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,5,12,0.03,2.34,5.582,30.047,6,1,0.423,180,60,2
2026-08-09T19:17:51.305790,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,3,12,0.255,1.259,14.551,47.148,1,0,0.116,180,60,1
2026-08-09T19:17:51.309785,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,5,12,0.14,3.353,44.413,12.042,1,1,0.732,180,60,2
2026-08-09T19:17:51.311332,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.267,1.625,50.535,192.368,7,0,0.115,180,60,3
2026-08-09T19:17:51.306245,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.234,0.755,0.0,51.815,3,0,0.172,180,60,1
2026-08-09T19:17:51.306129,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.404,2.954,3.867,14.965,0,0,0.07,180,60,1
2026-08-09T19:17:51.313890,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,2,12,0.185,3.813,28.252,42.042,7,1,0.854,180,60,4
2026-08-09T19:17:51.305262,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.013,0.906,7.871,0.0,1,0,0.191,180,60,0
2026-08-09T19:17:51.309826,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,7,12,0.108,2.715,28.275,42.205,1,1,0.0,180,60,2
2026-08-09T19:17:51.303276,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.01,0.043,3.571,19.104,0,0,0.032,180,60,0
2026-08-09T19:17:51.314049,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,7,12,0.233,1.861,100.47,92.321,3,1,0.794,180,60,4
2026-08-09T19:17:51.311059,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,9,12,0.0,1.515,133.064,636.024,6,0,0.684,180,60,3
2026-08-09T19:17:51.303849,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.114,0.0,12.894,24.757,0,0,0.181,180,60,0
2026-08-09T19:17:51.307819,CreateAccessKey,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.103,3.016,43.127,110.931,4,1,0.717,180,60,2
2026-08-09T19:17:51.313182,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,10,12,0.002,2.155,139.598,1067.793,3,0,0.364,180,60,3
2026-08-09T19:17:51.313238,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,3,12,0.135,2.241,66.036,2547.238,1,0,0.738,180,60,3
2026-08-09T19:17:51.311831,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,0,12,0.001,3.318,106.316,726.468,2,0,0.352,180,60,3
2026-08-09T19:17:51.308090,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.212,2.869,13.228,0.0,3,1,0.354,180,60,2
2026-08-09T19:17:51.304739,GetObject,s3.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.0,0.27,1.711,0.0,0,0,0.004,180,60,0
2026-08-09T19:17:51.308263,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,1,12,0.0,3.218,11.144,69.793,3,1,0.355,180,60,2
2026-08-09T19:17:51.314855,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,987654321098,8,12,0.006,2.32,0.0,85.606,5,1,0.289,180,60,4
2026-08-09T19:17:51.304149,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.079,0.35,0.0,0.0,0,0,0.023,180,60,0
2026-08-09T19:17:51.309147,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,0,12,0.0,1.993,2.258,0.0,5,1,0.774,180,60,2
2026-08-09T19:17:51.306380,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,2,12,0.298,3.972,0.0,0.0,1,0,0.0,180,60,1
2026-08-09T19:17:51.308865,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,3,12,0.0,3.461,5.03,62.454,1,1,0.281,180,60,2
2026-08-09T19:17:51.307385,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,8,12,0.0,1.749,3.837,132.393,7,0,0.777,180,60,1
2026-08-09T19:17:51.308126,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,10,12,0.227,3.523,21.058,9.859,3,1,0.516,180,60,2
2026-08-09T19:17:51.314684,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,2,12,0.362,3.257,52.361,0.0,4,1,1.0,180,60,4
2026-08-09T19:17:51.304625,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.031,0.405,9.137,0.0,0,0,0.204,180,60,0
2026-08-09T19:17:51.307005,ConsoleLogin,signin.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,8,12,0.056,0.5,24.336,0.0,2,0,0.316,180,60,1
2026-08-09T19:17:51.314563,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,987654321098,6,12,0.317,5.0,39.775,125.794,7,1,1.0,180,60,4
2026-08-09T19:17:51.309942,AttachUserPolicy,iam.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,8,12,0.0,3.272,6.385,6.52,1,1,0.0,180,60,2
2026-08-09T19:17:51.315507,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,4,12,0.223,4.831,37.711,41.257,6,1,1.0,180,60,4
2026-08-09T19:17:51.303729,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.0,0.0,9.638,0.0,3,0,0.029,180,60,0
2026-08-09T19:17:51.302895,DescribeInstances,ec2.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,true,123456789012,123456789012,0,12,0.073,0.0,2.178,0.0,0,0,0.0,180,60,0
2026-08-09T19:17:51.313506,AssumeRole,sts.amazonaws.com,203.0.113.42,aws-cli/2.13.0,arn:aws:iam::123456789012:user/alice,alice,false,123456789012,123456789012,8,12,0.0,2.983,18.228,0.0,5,1,1.0,180,60,4
